table,table ID,T,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
table,part,T,1535,burlywood thistle royal indian chocolate,Manufacturer#3,Brand#31,LARGE BURNISHED NICKEL,5,WRAP CASE,1436.53,bold request
table,part,T,1536,brown metallic chartreuse light wheat,Manufacturer#2,Brand#24,PROMO ANODIZED BRASS,50,MED BOX,1437.53,quickly regular 
table,part,T,1537,peru misty maroon metallic medium,Manufacturer#2,Brand#21,ECONOMY POLISHED STEEL,33,LG JAR,1438.53,accounts are furiously
table,part,T,1538,drab cream medium coral chiffon,Manufacturer#3,Brand#35,SMALL ANODIZED STEEL,43,WRAP DRUM,1439.53,furious
table,part,T,1539,olive orange wheat ghost peru,Manufacturer#5,Brand#54,SMALL POLISHED TIN,46,WRAP CASE,1440.53,boldly
table,part,T,1540,mint brown royal peru yellow,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,2,SM PKG,1441.54,carefull
table,part,T,1541,medium sandy moccasin cyan aquamarine,Manufacturer#4,Brand#44,LARGE BURNISHED COPPER,11,WRAP DRUM,1442.54,special,
table,part,T,1542,powder goldenrod misty olive wheat,Manufacturer#3,Brand#31,ECONOMY BURNISHED COPPER,21,MED JAR,1443.54,fluffily special co
table,part,T,1543,drab violet azure grey ivory,Manufacturer#4,Brand#45,STANDARD BURNISHED NICKEL,1,WRAP DRUM,1444.54,even packages are. f
table,part,T,1544,lawn blush beige chiffon antique,Manufacturer#5,Brand#51,LARGE BURNISHED STEEL,28,SM PKG,1445.54,fluffi
table,part,T,1545,maroon powder chartreuse black sandy,Manufacturer#5,Brand#54,MEDIUM BURNISHED BRASS,41,MED CASE,1446.54,fluffil
table,part,T,1546,black maroon medium burlywood dodger,Manufacturer#4,Brand#43,ECONOMY PLATED TIN,19,JUMBO CASE,1447.54,blithely e
table,part,T,1547,tan plum light linen orange,Manufacturer#2,Brand#23,STANDARD PLATED TIN,19,LG CAN,1448.54,furiously final accoun
table,part,T,1548,grey steel indian midnight cyan,Manufacturer#5,Brand#52,STANDARD POLISHED BRASS,39,JUMBO CASE,1449.54,accounts a
table,part,T,1549,misty snow powder hot dark,Manufacturer#2,Brand#22,SMALL POLISHED COPPER,38,MED CASE,1450.54,ironic, bold 
table,part,T,1550,frosted cornsilk spring papaya bisque,Manufacturer#2,Brand#24,MEDIUM POLISHED BRASS,42,LG PKG,1451.55,slyly unusual dependen
table,part,T,1551,red turquoise maroon lime green,Manufacturer#2,Brand#25,MEDIUM BRUSHED COPPER,39,WRAP JAR,1452.55,slyly unusual braid
table,part,T,1552,chocolate chiffon cream orchid dim,Manufacturer#4,Brand#41,SMALL POLISHED TIN,10,WRAP CASE,1453.55,regula
table,part,T,1553,rose wheat floral maroon spring,Manufacturer#5,Brand#53,LARGE BRUSHED COPPER,21,JUMBO BAG,1454.55,blith
table,part,T,1554,powder medium navajo peru seashell,Manufacturer#4,Brand#44,MEDIUM PLATED COPPER,14,MED DRUM,1455.55,quickly f
table,part,T,1555,medium cornsilk lavender royal burnished,Manufacturer#3,Brand#35,LARGE BURNISHED STEEL,6,LG PKG,1456.55,final requ
table,part,T,1556,misty lemon midnight bisque magenta,Manufacturer#4,Brand#42,ECONOMY BURNISHED BRASS,17,SM PKG,1457.55,final acco
table,part,T,1557,white firebrick beige sky coral,Manufacturer#3,Brand#35,STANDARD ANODIZED NICKEL,4,SM PACK,1458.55,quickly 
table,part,T,1558,cream peach orchid light moccasin,Manufacturer#1,Brand#11,SMALL BURNISHED COPPER,39,LG CASE,1459.55,ironic request
table,part,T,1559,white dark smoke almond sienna,Manufacturer#1,Brand#14,STANDARD ANODIZED TIN,1,MED BOX,1460.55,deposits wake c
table,part,T,1560,indian chocolate navy royal powder,Manufacturer#5,Brand#52,SMALL ANODIZED NICKEL,36,WRAP DRUM,1461.56,foxes w
table,part,T,1561,white burlywood midnight medium purple,Manufacturer#3,Brand#33,SMALL PLATED COPPER,7,WRAP JAR,1462.56,blithe
table,part,T,1562,dim spring lavender salmon linen,Manufacturer#5,Brand#54,MEDIUM BURNISHED STEEL,3,MED CASE,1463.56,slyly carefu
table,part,T,1563,lemon puff aquamarine orange magenta,Manufacturer#5,Brand#53,ECONOMY BRUSHED BRASS,5,MED CAN,1464.56,ironic ideas are c
table,part,T,1564,blush ghost deep snow aquamarine,Manufacturer#2,Brand#21,ECONOMY PLATED BRASS,41,JUMBO BAG,1465.56,quickly even instruct
table,part,T,1565,blush misty coral black royal,Manufacturer#4,Brand#41,STANDARD PLATED TIN,49,MED PACK,1466.56,quickly unusual ac
table,part,T,1566,peach moccasin firebrick lime burnished,Manufacturer#5,Brand#55,LARGE BURNISHED STEEL,46,JUMBO BOX,1467.56,slyly reg
table,part,T,1567,green plum orchid rose bisque,Manufacturer#3,Brand#35,STANDARD ANODIZED STEEL,35,WRAP PKG,1468.56,slyly pending pla
table,part,T,1568,burlywood navy white yellow blanched,Manufacturer#5,Brand#51,MEDIUM POLISHED STEEL,27,MED CASE,1469.56,deposits 
table,part,T,1569,lawn cream ivory black magenta,Manufacturer#1,Brand#13,PROMO BURNISHED TIN,1,LG PACK,1470.56,slyly final fo
table,part,T,1570,hot brown lavender chartreuse steel,Manufacturer#1,Brand#15,LARGE BURNISHED STEEL,41,LG CASE,1471.57,pending,
table,part,T,1571,grey aquamarine dim deep navajo,Manufacturer#5,Brand#52,STANDARD ANODIZED BRASS,22,MED BOX,1472.57,quickly idle accounts
table,part,T,1572,lemon metallic blue midnight bisque,Manufacturer#4,Brand#45,ECONOMY POLISHED COPPER,50,LG JAR,1473.57,fluffily fina
table,part,T,1573,burlywood chiffon purple mint powder,Manufacturer#5,Brand#52,ECONOMY ANODIZED COPPER,36,WRAP PACK,1474.57,carefully bold tithes 
table,part,T,1574,antique white cream moccasin sienna,Manufacturer#1,Brand#13,PROMO BRUSHED BRASS,27,MED CASE,1475.57,bold, express th
table,part,T,1575,sienna bisque navajo rose almond,Manufacturer#3,Brand#32,LARGE BURNISHED BRASS,47,LG PKG,1476.57,slyly i
table,part,T,1576,magenta lawn saddle blush midnight,Manufacturer#2,Brand#24,LARGE BURNISHED STEEL,21,SM CASE,1477.57,furiously id
table,part,T,1577,cornflower metallic light indian steel,Manufacturer#5,Brand#55,SMALL BRUSHED BRASS,35,JUMBO CAN,1478.57,regular,
table,part,T,1578,yellow drab forest lime indian,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,47,MED CASE,1479.57,regular, ironic plat
table,part,T,1579,chocolate mint white peru blush,Manufacturer#2,Brand#24,LARGE PLATED STEEL,25,JUMBO BAG,1480.57,blith
table,part,T,1580,burlywood lace khaki smoke honeydew,Manufacturer#3,Brand#32,SMALL PLATED COPPER,26,LG DRUM,1481.58,regular requests 
table,part,T,1581,lace white thistle metallic sandy,Manufacturer#5,Brand#55,MEDIUM ANODIZED TIN,7,SM BOX,1482.58,blithely special depos
table,part,T,1582,dark firebrick beige dim hot,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,42,JUMBO CASE,1483.58,slyly even 
table,part,T,1583,cream dark tan blue brown,Manufacturer#1,Brand#12,ECONOMY POLISHED STEEL,50,SM JAR,1484.58,blithely even depo
table,part,T,1584,ghost lavender rose black cornflower,Manufacturer#4,Brand#44,MEDIUM PLATED STEEL,6,MED DRUM,1485.58,regular, even package
table,part,T,1585,seashell deep smoke honeydew ivory,Manufacturer#4,Brand#43,STANDARD BRUSHED COPPER,20,WRAP BAG,1486.58,even, final inst
table,part,T,1586,drab cyan midnight magenta burnished,Manufacturer#4,Brand#41,STANDARD BRUSHED TIN,45,JUMBO CASE,1487.58,blithely ironic ac
table,part,T,1587,sky ivory bisque medium metallic,Manufacturer#1,Brand#13,PROMO PLATED TIN,19,MED JAR,1488.58,pinto beans use. care
table,part,T,1588,maroon dodger drab wheat hot,Manufacturer#5,Brand#55,ECONOMY BURNISHED TIN,6,SM PACK,1489.58,ruthless
table,part,T,1589,cornflower rosy black deep chocolate,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,7,JUMBO BAG,1490.58,blithely regula
table,part,T,1590,linen pink blush ghost chiffon,Manufacturer#5,Brand#53,PROMO BRUSHED STEEL,12,MED JAR,1491.59,blithely even package
table,part,T,1591,sky midnight medium sandy ghost,Manufacturer#2,Brand#23,LARGE POLISHED TIN,42,JUMBO JAR,1492.59,slyly reg
table,part,T,1592,brown pink black blush blue,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,45,JUMBO BAG,1493.59,carefully final idea
table,part,T,1593,rosy dodger lime chartreuse slate,Manufacturer#4,Brand#44,ECONOMY ANODIZED COPPER,1,LG JAR,1494.59,final requests n
table,part,T,1594,cream ghost tan grey sky,Manufacturer#4,Brand#42,ECONOMY BURNISHED BRASS,16,WRAP CAN,1495.59,final, fin
table,part,T,1595,almond lavender gainsboro aquamarine cyan,Manufacturer#5,Brand#52,MEDIUM PLATED BRASS,48,SM CASE,1496.59,idly pending 
table,part,T,1596,steel aquamarine peach navajo chiffon,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,20,MED CASE,1497.59,furiousl
table,part,T,1597,burnished forest snow dark chartreuse,Manufacturer#5,Brand#55,SMALL ANODIZED BRASS,1,LG PKG,1498.59,final, regular req
table,part,T,1598,lavender chiffon chocolate tan grey,Manufacturer#1,Brand#12,ECONOMY BURNISHED COPPER,45,LG BAG,1499.59,ironic dolphins 
table,part,T,1599,grey deep bisque ivory black,Manufacturer#5,Brand#55,PROMO BURNISHED NICKEL,12,MED JAR,1500.59,furiou
table,part,T,1600,blanched ivory deep cream snow,Manufacturer#2,Brand#21,STANDARD PLATED COPPER,21,LG DRUM,1501.60,slyly quiet acco
table,part,T,1601,turquoise moccasin ivory forest chiffon,Manufacturer#3,Brand#34,SMALL POLISHED STEEL,29,MED DRUM,1502.60,bold packages bo
table,part,T,1602,lace grey orchid peru olive,Manufacturer#5,Brand#51,SMALL POLISHED STEEL,49,JUMBO PACK,1503.60,courts use 
table,part,T,1603,wheat blush metallic ivory turquoise,Manufacturer#4,Brand#43,LARGE POLISHED TIN,45,LG DRUM,1504.60,special deposit
table,part,T,1604,linen sandy indian moccasin salmon,Manufacturer#2,Brand#25,LARGE PLATED TIN,6,SM DRUM,1505.60,slyly unusual foxes ar
table,part,T,1605,beige floral pale dodger firebrick,Manufacturer#1,Brand#13,PROMO POLISHED NICKEL,37,JUMBO PKG,1506.60,slyly final ideas
table,part,T,1606,honeydew wheat grey orange metallic,Manufacturer#5,Brand#53,LARGE ANODIZED NICKEL,32,SM CAN,1507.60,regular pint
table,part,T,1607,drab orange sky steel cornflower,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,30,JUMBO CAN,1508.60,dependencies detect
table,part,T,1608,khaki dark burnished cyan saddle,Manufacturer#3,Brand#31,MEDIUM BURNISHED COPPER,3,SM CASE,1509.60,bold, regular theodo
table,part,T,1609,navajo cream khaki moccasin antique,Manufacturer#2,Brand#24,ECONOMY BURNISHED BRASS,34,WRAP CAN,1510.60,blithely express foxe
table,part,T,1610,magenta lace blue honeydew cream,Manufacturer#2,Brand#24,SMALL BURNISHED NICKEL,29,JUMBO CAN,1511.61,blithely i
table,part,T,1611,cornsilk lawn cyan drab firebrick,Manufacturer#5,Brand#51,LARGE BRUSHED BRASS,1,WRAP CASE,1512.61,even pint
table,part,T,1612,black drab moccasin smoke blanched,Manufacturer#2,Brand#21,ECONOMY BURNISHED TIN,29,LG CASE,1513.61,final som
table,part,T,1613,bisque deep floral chiffon almond,Manufacturer#4,Brand#44,STANDARD PLATED COPPER,28,MED CASE,1514.61,slyly regular depo
table,part,T,1614,papaya navy plum slate sandy,Manufacturer#2,Brand#23,ECONOMY BURNISHED STEEL,2,LG PKG,1515.61,carefully final pac
table,part,T,1615,violet ghost dim gainsboro coral,Manufacturer#3,Brand#32,STANDARD BURNISHED NICKEL,29,JUMBO JAR,1516.61,fluffily busy idea
table,part,T,1616,royal tomato drab powder lime,Manufacturer#3,Brand#33,MEDIUM POLISHED TIN,48,SM CAN,1517.61,carefully regular re
table,part,T,1617,dodger green almond misty lavender,Manufacturer#4,Brand#43,LARGE POLISHED BRASS,44,WRAP CASE,1518.61,accounts will s
table,part,T,1618,thistle frosted cornsilk peru yellow,Manufacturer#4,Brand#45,STANDARD ANODIZED NICKEL,9,WRAP PACK,1519.61,quickly i
table,part,T,1619,sandy coral blush seashell powder,Manufacturer#1,Brand#11,MEDIUM PLATED BRASS,12,LG PKG,1520.61,carefully special 
table,part,T,1620,black medium antique navy steel,Manufacturer#5,Brand#54,LARGE BURNISHED TIN,42,SM PACK,1521.62,even, regu
table,part,T,1621,burnished lemon sandy sienna cornflower,Manufacturer#2,Brand#23,PROMO ANODIZED TIN,17,JUMBO PACK,1522.62,slyly even package
table,part,T,1622,burnished olive azure moccasin thistle,Manufacturer#3,Brand#33,SMALL ANODIZED COPPER,10,MED CASE,1523.62,even deposits acros
table,part,T,1623,blue navy forest almond misty,Manufacturer#5,Brand#51,ECONOMY PLATED NICKEL,49,WRAP DRUM,1524.62,unusual requ
table,part,T,1624,dark lavender gainsboro sandy purple,Manufacturer#4,Brand#44,LARGE ANODIZED BRASS,19,LG PKG,1525.62,ironic depende
table,part,T,1625,orange pale honeydew rose sandy,Manufacturer#4,Brand#44,SMALL PLATED TIN,43,MED DRUM,1526.62,ironic, 
table,part,T,1626,lavender smoke black dark white,Manufacturer#4,Brand#45,ECONOMY PLATED TIN,34,MED DRUM,1527.62,blithely regular fox
table,part,T,1627,lawn ghost yellow plum brown,Manufacturer#3,Brand#33,MEDIUM BRUSHED STEEL,13,SM DRUM,1528.62,dependencies are sl
table,part,T,1628,khaki smoke powder plum tan,Manufacturer#3,Brand#31,MEDIUM BURNISHED COPPER,40,JUMBO PKG,1529.62,bold dep
table,part,T,1629,smoke royal cornflower spring powder,Manufacturer#2,Brand#25,MEDIUM BRUSHED NICKEL,10,WRAP PACK,1530.62,furiously pendin
table,part,T,1630,orchid brown frosted sandy slate,Manufacturer#4,Brand#45,PROMO POLISHED BRASS,3,MED DRUM,1531.63,slyly regular pinto be
table,part,T,1631,aquamarine lavender forest plum coral,Manufacturer#2,Brand#23,SMALL BURNISHED COPPER,49,JUMBO PACK,1532.63,ironic
table,part,T,1632,beige cornsilk cornflower lawn indian,Manufacturer#4,Brand#43,STANDARD PLATED COPPER,4,SM PACK,1533.63,quickly unusual attai
table,part,T,1633,honeydew mint indian antique khaki,Manufacturer#3,Brand#35,MEDIUM BRUSHED STEEL,33,WRAP BOX,1534.63,slyly pending idea
table,part,T,1634,blush lawn thistle slate lime,Manufacturer#2,Brand#21,ECONOMY PLATED BRASS,15,LG CAN,1535.63,final package
table,part,T,1635,smoke peru black red coral,Manufacturer#2,Brand#23,LARGE PLATED NICKEL,34,SM DRUM,1536.63,slyly ironic package
table,part,T,1636,linen blanched drab ivory turquoise,Manufacturer#2,Brand#22,PROMO PLATED STEEL,50,SM PACK,1537.63,daring, regular excus
table,part,T,1637,dim goldenrod burlywood floral medium,Manufacturer#4,Brand#42,PROMO BRUSHED BRASS,48,LG DRUM,1538.63,ironic, spe
table,part,T,1638,lavender navy dark saddle misty,Manufacturer#5,Brand#51,LARGE PLATED COPPER,35,WRAP BAG,1539.63,special packages
table,part,T,1639,sienna goldenrod yellow black ivory,Manufacturer#4,Brand#41,MEDIUM BRUSHED COPPER,5,SM PACK,1540.63,fluffily re
table,part,T,1640,metallic burlywood light peach khaki,Manufacturer#5,Brand#51,MEDIUM ANODIZED STEEL,2,WRAP BAG,1541.64,finally regular 
table,part,T,1641,navajo forest blue white moccasin,Manufacturer#1,Brand#12,MEDIUM PLATED BRASS,21,LG DRUM,1542.64,furiously 
table,part,T,1642,floral navajo aquamarine coral rose,Manufacturer#5,Brand#52,SMALL BURNISHED STEEL,47,JUMBO BOX,1543.64,quick
table,part,T,1643,dark purple chocolate moccasin peru,Manufacturer#1,Brand#13,LARGE ANODIZED TIN,19,JUMBO CASE,1544.64,finally 
table,part,T,1644,blue chiffon burlywood steel pale,Manufacturer#3,Brand#31,PROMO PLATED STEEL,38,MED PACK,1545.64,furiou
table,part,T,1645,orchid moccasin burlywood forest aquamarine,Manufacturer#1,Brand#14,STANDARD BRUSHED COPPER,41,JUMBO JAR,1546.64,quick
table,part,T,1646,khaki smoke tan dark burnished,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,11,SM DRUM,1547.64,carefully pe
table,part,T,1647,plum lime chiffon forest azure,Manufacturer#1,Brand#14,STANDARD POLISHED TIN,38,SM CAN,1548.64,furiously permanent 
table,part,T,1648,dark light cream cornsilk antique,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,13,WRAP BAG,1549.64,pending accounts hag
table,part,T,1649,red coral saddle deep wheat,Manufacturer#5,Brand#54,LARGE ANODIZED BRASS,49,MED CASE,1550.64,quickly
table,part,T,1650,lawn powder cyan peach saddle,Manufacturer#1,Brand#15,STANDARD POLISHED STEEL,34,WRAP PACK,1551.65,regular instruc
table,part,T,1651,navy dodger lace burnished hot,Manufacturer#3,Brand#32,LARGE ANODIZED NICKEL,33,JUMBO DRUM,1552.65,ironic ideas 
table,part,T,1652,slate almond brown drab violet,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,20,JUMBO BOX,1553.65,pending dependencies 
table,part,T,1653,medium chiffon coral frosted sky,Manufacturer#3,Brand#35,STANDARD BURNISHED NICKEL,27,LG PACK,1554.65,quickly f
table,part,T,1654,tomato indian papaya bisque rosy,Manufacturer#2,Brand#22,SMALL BURNISHED TIN,2,LG JAR,1555.65,fluffil
table,part,T,1655,sienna beige violet azure maroon,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,6,SM CASE,1556.65,pending,
table,part,T,1656,navajo deep goldenrod forest powder,Manufacturer#2,Brand#22,PROMO POLISHED BRASS,7,JUMBO JAR,1557.65,quickly 
table,part,T,1657,navajo aquamarine sky smoke chiffon,Manufacturer#3,Brand#33,PROMO PLATED TIN,17,WRAP CASE,1558.65,blithely perm
table,part,T,1658,papaya dodger cyan wheat lace,Manufacturer#3,Brand#34,MEDIUM BURNISHED TIN,20,SM BAG,1559.65,even, eve
table,part,T,1659,peru cyan goldenrod khaki indian,Manufacturer#5,Brand#55,PROMO BURNISHED STEEL,14,SM CAN,1560.65,caref
table,part,T,1660,lemon ivory brown dim orchid,Manufacturer#4,Brand#45,MEDIUM BRUSHED NICKEL,38,SM CASE,1561.66,excuses wake 
table,part,T,1661,lace burlywood drab blanched steel,Manufacturer#3,Brand#34,ECONOMY ANODIZED COPPER,41,SM PKG,1562.66,ironic requests enga
table,part,T,1662,black lime papaya goldenrod dodger,Manufacturer#1,Brand#11,ECONOMY BRUSHED STEEL,34,MED PKG,1563.66,furiously dogge
table,part,T,1663,yellow blanched lace blue green,Manufacturer#2,Brand#23,PROMO ANODIZED COPPER,2,WRAP PACK,1564.66,carefully final multip
table,part,T,1664,antique midnight honeydew red metallic,Manufacturer#2,Brand#22,SMALL ANODIZED BRASS,31,MED CASE,1565.66,bold accounts about
table,part,T,1665,seashell almond spring goldenrod blush,Manufacturer#4,Brand#45,STANDARD BURNISHED BRASS,27,WRAP DRUM,1566.66,bold, regul
table,part,T,1666,violet peach snow midnight maroon,Manufacturer#3,Brand#35,LARGE PLATED BRASS,24,WRAP PKG,1567.66,ironic request
table,part,T,1667,pale drab dodger orchid violet,Manufacturer#3,Brand#34,SMALL ANODIZED STEEL,23,LG BAG,1568.66,carefully final pint
table,part,T,1668,indian aquamarine forest sandy light,Manufacturer#2,Brand#25,PROMO PLATED COPPER,33,LG CAN,1569.66,warth
table,part,T,1669,purple khaki thistle steel dodger,Manufacturer#1,Brand#12,SMALL ANODIZED BRASS,39,LG JAR,1570.66,carefully express de
table,part,T,1670,black navy antique cream olive,Manufacturer#1,Brand#14,MEDIUM POLISHED TIN,49,WRAP CASE,1571.67,packages ac
table,part,T,1671,midnight burlywood lemon puff plum,Manufacturer#2,Brand#25,PROMO ANODIZED COPPER,28,SM PACK,1572.67,enticing, 
table,part,T,1672,blue linen slate white ivory,Manufacturer#5,Brand#52,LARGE ANODIZED STEEL,41,MED CAN,1573.67,special packag
table,part,T,1673,orange dodger burnished linen ghost,Manufacturer#2,Brand#22,MEDIUM ANODIZED TIN,7,MED PACK,1574.67,ironic, 
table,part,T,1674,chocolate saddle lawn aquamarine cream,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,38,MED BAG,1575.67,quickly final 
table,part,T,1675,lawn orchid cornsilk spring lemon,Manufacturer#3,Brand#32,SMALL POLISHED TIN,45,MED PACK,1576.67,quickly unusual somas
table,part,T,1676,bisque lavender brown powder floral,Manufacturer#4,Brand#45,MEDIUM BURNISHED BRASS,33,SM JAR,1577.67,furiousl
table,part,T,1677,salmon hot blush tomato snow,Manufacturer#3,Brand#32,MEDIUM BURNISHED COPPER,44,LG BOX,1578.67,even requests
table,part,T,1678,steel khaki dark peach metallic,Manufacturer#1,Brand#15,SMALL BRUSHED STEEL,20,SM DRUM,1579.67,ironic sheaves ar
table,part,T,1679,white blanched steel rosy plum,Manufacturer#3,Brand#34,MEDIUM POLISHED COPPER,38,JUMBO PKG,1580.67,ironic requests us
table,part,T,1680,pink yellow blanched ghost navy,Manufacturer#2,Brand#24,PROMO PLATED BRASS,18,SM BAG,1581.68,slyly final deposi
table,part,T,1681,pink azure plum ghost lemon,Manufacturer#1,Brand#15,PROMO BRUSHED NICKEL,18,JUMBO CAN,1582.68,requests haggle
table,part,T,1682,lavender midnight bisque coral purple,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,3,WRAP CASE,1583.68,quickly iro
table,part,T,1683,spring misty steel thistle cyan,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,34,LG BOX,1584.68,blithely s
table,part,T,1684,burnished blush steel violet forest,Manufacturer#2,Brand#23,LARGE BRUSHED NICKEL,26,LG JAR,1585.68,blithely 
table,part,T,1685,blanched lawn slate dim honeydew,Manufacturer#3,Brand#34,ECONOMY BRUSHED COPPER,48,MED JAR,1586.68,slyly silent accounts 
table,part,T,1686,blue smoke blush tomato lavender,Manufacturer#2,Brand#21,MEDIUM BURNISHED STEEL,23,SM BAG,1587.68,regular
table,part,T,1687,chiffon light steel lime lavender,Manufacturer#5,Brand#54,STANDARD POLISHED NICKEL,6,JUMBO PKG,1588.68,blithely regular ac
table,part,T,1688,olive blush papaya magenta burnished,Manufacturer#5,Brand#54,ECONOMY POLISHED NICKEL,22,MED JAR,1589.68,evenly 
table,part,T,1689,plum violet beige antique rosy,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,7,SM JAR,1590.68,furiously pending p
table,part,T,1690,hot yellow navajo salmon dim,Manufacturer#3,Brand#33,SMALL POLISHED NICKEL,34,JUMBO CASE,1591.69,slyly ironic 
table,part,T,1691,cyan honeydew mint lace lavender,Manufacturer#5,Brand#55,PROMO BURNISHED BRASS,12,SM BOX,1592.69,express 
table,part,T,1692,green drab maroon almond dim,Manufacturer#5,Brand#52,SMALL BRUSHED TIN,31,MED DRUM,1593.69,tithes sleep bl
table,part,T,1693,seashell cornflower rose tomato dodger,Manufacturer#2,Brand#21,LARGE BRUSHED BRASS,27,MED PKG,1594.69,even, pending 
table,part,T,1694,sky brown azure royal seashell,Manufacturer#3,Brand#31,STANDARD BURNISHED NICKEL,33,WRAP BAG,1595.69,bold, unusual th
table,part,T,1695,linen magenta almond saddle pink,Manufacturer#3,Brand#35,PROMO POLISHED BRASS,28,SM CAN,1596.69,furiously express de
table,part,T,1696,black firebrick antique sandy orange,Manufacturer#1,Brand#11,SMALL PLATED COPPER,46,SM DRUM,1597.69,stealthil
table,part,T,1697,midnight green tomato linen blanched,Manufacturer#3,Brand#35,LARGE BURNISHED STEEL,44,WRAP BOX,1598.69,fluffily ironic dep
table,part,T,1698,purple bisque burlywood thistle cream,Manufacturer#3,Brand#33,PROMO BRUSHED BRASS,30,MED PACK,1599.69,bold ideas c
table,part,T,1699,tan coral gainsboro dodger bisque,Manufacturer#4,Brand#44,ECONOMY BRUSHED STEEL,26,LG BOX,1600.69,ideas use ca
table,part,T,1700,blush dodger coral chiffon black,Manufacturer#1,Brand#12,ECONOMY PLATED NICKEL,27,MED JAR,1601.70,carefully iron
table,part,T,1701,navy blanched deep goldenrod black,Manufacturer#2,Brand#22,STANDARD PLATED COPPER,20,JUMBO BOX,1602.70,doggedly regula
table,part,T,1702,indian coral seashell drab frosted,Manufacturer#1,Brand#13,MEDIUM BRUSHED NICKEL,26,MED CASE,1603.70,slyly final dolphi
table,part,T,1703,azure goldenrod blanched rosy almond,Manufacturer#2,Brand#22,ECONOMY PLATED BRASS,40,LG DRUM,1604.70,carefully 
table,part,T,1704,cornsilk honeydew thistle seashell floral,Manufacturer#2,Brand#24,SMALL BURNISHED NICKEL,48,JUMBO CASE,1605.70,even deposits alongsi
table,part,T,1705,floral lawn forest rosy plum,Manufacturer#2,Brand#25,PROMO BURNISHED STEEL,18,WRAP PACK,1606.70,regular ideas use sl
table,part,T,1706,mint green papaya burnished tomato,Manufacturer#1,Brand#13,ECONOMY BRUSHED BRASS,7,JUMBO PKG,1607.70,careful
table,part,T,1707,misty goldenrod sienna plum hot,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,46,WRAP BAG,1608.70,furiously expre
table,part,T,1708,frosted blue red sienna black,Manufacturer#2,Brand#21,ECONOMY BRUSHED COPPER,30,MED PACK,1609.70,blithely re
table,part,T,1709,azure rosy dodger violet aquamarine,Manufacturer#5,Brand#55,LARGE ANODIZED COPPER,7,SM PACK,1610.70,furiously special req
table,part,T,1710,orange khaki olive navajo steel,Manufacturer#4,Brand#43,PROMO BURNISHED STEEL,3,JUMBO BOX,1611.71,slyly f
table,part,T,1711,gainsboro burlywood sandy blue indian,Manufacturer#5,Brand#55,MEDIUM BRUSHED TIN,45,LG BAG,1612.71,slyly daring request
table,part,T,1712,puff pink saddle slate aquamarine,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,1,JUMBO CASE,1613.71,pending somas run. f
table,part,T,1713,blanched maroon red cream brown,Manufacturer#2,Brand#24,PROMO BRUSHED STEEL,12,WRAP PACK,1614.71,blithely regula
table,part,T,1714,azure ivory sienna gainsboro salmon,Manufacturer#3,Brand#31,MEDIUM POLISHED TIN,44,MED CAN,1615.71,regular packages
table,part,T,1715,cream chartreuse hot white floral,Manufacturer#4,Brand#44,ECONOMY PLATED COPPER,37,LG CASE,1616.71,quickly pending d
table,part,T,1716,bisque dim lawn navy tomato,Manufacturer#3,Brand#32,SMALL BRUSHED COPPER,12,WRAP DRUM,1617.71,quickly bol
table,part,T,1717,goldenrod forest dodger cornflower dark,Manufacturer#3,Brand#33,SMALL BURNISHED TIN,21,MED JAR,1618.71,doggedly final reque
table,part,T,1718,thistle dark forest yellow tan,Manufacturer#2,Brand#24,STANDARD POLISHED NICKEL,14,WRAP JAR,1619.71,blith
table,part,T,1719,cyan ivory snow peru antique,Manufacturer#5,Brand#52,ECONOMY POLISHED NICKEL,29,JUMBO JAR,1620.71,enticingly regul
table,part,T,1720,rosy white cornflower green forest,Manufacturer#3,Brand#35,ECONOMY ANODIZED NICKEL,1,WRAP CASE,1621.72,slyly pe
table,part,T,1721,spring pale moccasin orange cyan,Manufacturer#1,Brand#15,ECONOMY BURNISHED STEEL,39,SM PACK,1622.72,special theodolites b
table,part,T,1722,steel antique gainsboro forest chartreuse,Manufacturer#5,Brand#55,STANDARD PLATED TIN,44,WRAP CAN,1623.72,requests 
table,part,T,1723,wheat chiffon ghost slate green,Manufacturer#5,Brand#55,LARGE BRUSHED TIN,50,WRAP PACK,1624.72,quickly ir
