root,course_listing,note,course,title,credits,level,restrictions,section_listing,section_note,section,days,instructor,bldg_and_rm,bldg,rm
root,course_listing,,262-152,COMPUTER PROGRAMMING I,4,U,; ; PREREQ: MATH PLACEMENT CODE OF 30 OR MATH 105(P); COMPSCI 132(R) OR ONE SEM HIGH SCHOOL PROGRAMMING ; ; ENROL IN LC 401 & ANY LA 801-803 OR LA 805-811; OR ENROL IN LC 402 OR 403 & ANY LA 801-811. SEE COMBINED FINAL EXAM SCHEDULE,section_listing,,La 807,R,TA,bldg_and_rm,EMS,E150
root,course_listing,,262-152,COMPUTER PROGRAMMING I,4,U,; ; PREREQ: MATH PLACEMENT CODE OF 30 OR MATH 105(P); COMPSCI 132(R) OR ONE SEM HIGH SCHOOL PROGRAMMING ; ; ENROL IN LC 401 & ANY LA 801-803 OR LA 805-811; OR ENROL IN LC 402 OR 403 & ANY LA 801-811. SEE COMBINED FINAL EXAM SCHEDULE,section_listing,,La 808,R,TA,bldg_and_rm,EMS,E150
root,course_listing,,262-152,COMPUTER PROGRAMMING I,4,U,; ; PREREQ: MATH PLACEMENT CODE OF 30 OR MATH 105(P); COMPSCI 132(R) OR ONE SEM HIGH SCHOOL PROGRAMMING ; ; ENROL IN LC 401 & ANY LA 801-803 OR LA 805-811; OR ENROL IN LC 402 OR 403 & ANY LA 801-811. SEE COMBINED FINAL EXAM SCHEDULE,section_listing,,La 809,R,TA,bldg_and_rm,EMS,E208
root,course_listing,,262-152,COMPUTER PROGRAMMING I,4,U,; ; PREREQ: MATH PLACEMENT CODE OF 30 OR MATH 105(P); COMPSCI 132(R) OR ONE SEM HIGH SCHOOL PROGRAMMING ; ; ENROL IN LC 401 & ANY LA 801-803 OR LA 805-811; OR ENROL IN LC 402 OR 403 & ANY LA 801-811. SEE COMBINED FINAL EXAM SCHEDULE,section_listing,e,La 810,R,TA,bldg_and_rm,EMS,W130
root,course_listing,,262-152,COMPUTER PROGRAMMING I,4,U,; ; PREREQ: MATH PLACEMENT CODE OF 30 OR MATH 105(P); COMPSCI 132(R) OR ONE SEM HIGH SCHOOL PROGRAMMING ; ; ENROL IN LC 401 & ANY LA 801-803 OR LA 805-811; OR ENROL IN LC 402 OR 403 & ANY LA 801-811. SEE COMBINED FINAL EXAM SCHEDULE,section_listing,,La 811,F,TA,bldg_and_rm,EMS,E204
root,course_listing,,262-153,INTRODUCTION TO SCIENTIFIC PROGRAMMING IN C++,3,U,; ; PREREQ: MATH 231(C) OR 226(C) ; ; ENROL IN LC 401 & LA 801,section_listing,,Lc 401,TR,Acad Staff,bldg_and_rm,EMS,E150
root,course_listing,,262-153,INTRODUCTION TO SCIENTIFIC PROGRAMMING IN C++,3,U,; ; PREREQ: MATH 231(C) OR 226(C) ; ; ENROL IN LC 401 & LA 801,section_listing,,La 801,T,Acad Staff,bldg_and_rm,EMS,E150
root,course_listing,#,262-211,MICROCOMPUTER APPLICATIONS,3,U,; ; NOT OPEN TO COMPSCI STUDENTS FOR CR; NOT OPEN FOR AUDIT. PREREQ: NONE ; ; ENROL IN LC 401 & LA 801; OR ENROL I N LC 402 AND LA 803,section_listing,,Lc 401,MW,Levine,bldg_and_rm,EMS,E190
root,course_listing,#,262-211,MICROCOMPUTER APPLICATIONS,3,U,; ; NOT OPEN TO COMPSCI STUDENTS FOR CR; NOT OPEN FOR AUDIT. PREREQ: NONE ; ; ENROL IN LC 401 & LA 801; OR ENROL I N LC 402 AND LA 803,section_listing,e,Lc 402,T,Roberts,bldg_and_rm,EMS,E237
root,course_listing,#,262-211,MICROCOMPUTER APPLICATIONS,3,U,; ; NOT OPEN TO COMPSCI STUDENTS FOR CR; NOT OPEN FOR AUDIT. PREREQ: NONE ; ; ENROL IN LC 401 & LA 801; OR ENROL I N LC 402 AND LA 803,section_listing,,La 801,M,TA,bldg_and_rm,EMS,E140
root,course_listing,#,262-211,MICROCOMPUTER APPLICATIONS,3,U,; ; NOT OPEN TO COMPSCI STUDENTS FOR CR; NOT OPEN FOR AUDIT. PREREQ: NONE ; ; ENROL IN LC 401 & LA 801; OR ENROL I N LC 402 AND LA 803,section_listing,e,La 803,T,Roberts,bldg_and_rm,EMS,E237
root,course_listing,,262-215,INTRODUCTION TO COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE PROGRAMMING,3,U,; ; PREREQ: COMPSCI 132(P) OR 151(P) OR 152(P) OR 153(P); MATH 211(P) OR 226(P),section_listing,#,Se 001,MWF,Acad Staff,bldg_and_rm,EMS,E295
root,course_listing,,262-215,INTRODUCTION TO COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE PROGRAMMING,3,U,; ; PREREQ: COMPSCI 132(P) OR 151(P) OR 152(P) OR 153(P); MATH 211(P) OR 226(P),section_listing,#,Se 002,TR,Acad Staff,bldg_and_rm,BOL,B40
root,course_listing,,262-217,DISCRETE INFORMATION STRUCTURES,3,U,; ; PREREQ: GRADE OF C OR BETTER IN MATH 221(P), 226(P) OR 231(P); COMPSCI 152(P),section_listing,e,Se 001,MW,Bonilla,bldg_and_rm,EMS,E140
root,course_listing,,262-217,DISCRETE INFORMATION STRUCTURES,3,U,; ; PREREQ: GRADE OF C OR BETTER IN MATH 221(P), 226(P) OR 231(P); COMPSCI 152(P),section_listing,,Se 002,TR,Suzuki,bldg_and_rm,EMS,E225
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,,Lc 401,MWF,Faculty,bldg_and_rm,EMS,E190
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,,Lc 402,TR,Boyland,bldg_and_rm,EMS,E190
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,e,Lc 403,TR,Acad Staff,bldg_and_rm,EMS,E225
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,,La 801,M,TA,bldg_and_rm,EMS,E150
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,,La 802,T,TA,bldg_and_rm,EMS,W130
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,,La 803,T,TA,bldg_and_rm,CHM,170
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,,La 804,W,TA,bldg_and_rm,EMS,E204
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,,La 805,R,TA,bldg_and_rm,EMS,W130
root,course_listing,,262-252,COMPUTER PROGRAMMING II,4,U,; ; PREREQ: COMPSCI 152(P), 140(R) ; ; ENROL IN LC 401 OR 402 & ANY LA 801-805 OR ENROL IN LC 403 & LA 806,section_listing,e,La 806,R,TA,bldg_and_rm,EMS,E204
root,course_listing,#,216-481,REAL ESTATE FINANCE,3,U/G,; ; PREREQ: JR ST; BUS ADM 380(P),section_listing,e,Se 001,T,Rymaszewski,bldg_and_rm,BOL,B60
root,course_listing,,262-336,SYSTEMS PROGRAMMING,3,U,; ; PREREQ: COMPSCI 215(P) & 252(P),section_listing,,Se 001,MWF,Acad Staff,bldg_and_rm,EMS,E295
root,course_listing,,262-336,SYSTEMS PROGRAMMING,3,U,; ; PREREQ: COMPSCI 215(P) & 252(P),section_listing,e,Se 002,TR,Acad Staff,bldg_and_rm,EMS,E225
root,course_listing,,262-422,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,3,U/G,; ; PREREQ: COMPSCI 217(P) & 252(P),section_listing,e,Se 001,MW,Mali,bldg_and_rm,EMS,W110
root,course_listing,,262-423,INTRODUCTION TO NATURAL LANGUAGE PROCESSING,3,U/G,; ; PREREQ: JR ST; COMPSCI 252(P),section_listing,e,Se 001,TR,McRoy,bldg_and_rm,EMS,E169
root,course_listing,,262-458,COMPUTER ARCHITECTURE,3,U/G,; ; NOT OPEN TO STUDENTS WITH CR IN ELECENG 458. ; ; PREREQ: JR ST; COMPSCI 215(P) OR ELECENG 354(P) OR 367 (407) (P),section_listing,#,Se 001,TR,Acad Staff,bldg_and_rm,EMS,E225
root,course_listing,,262-458,COMPUTER ARCHITECTURE,3,U/G,; ; NOT OPEN TO STUDENTS WITH CR IN ELECENG 458. ; ; PREREQ: JR ST; COMPSCI 215(P) OR ELECENG 354(P) OR 367 (407) (P),section_listing,#e,Se 002,MW,Acad Staff,bldg_and_rm,EMS,E208
root,course_listing,,262-459,FUNDAMENTALS OF COMPUTER GRAPHICS,3,U/G,; ; PREREQ: JR ST; COMPSCI 217(P) & 252(P),section_listing,,Se 001,TR,Guha,bldg_and_rm,EMS,W130
root,course_listing,,262-535,DATA STRUCTURES AND ALGORITHMS,3,U/G,; ; PREREQ: JR ST; COMPSCI 217(P) & 252(NP),section_listing,,Se 001,TR,Guha,bldg_and_rm,EMS,E180
root,course_listing,,262-535,DATA STRUCTURES AND ALGORITHMS,3,U/G,; ; PREREQ: JR ST; COMPSCI 217(P) & 252(NP),section_listing,e,Se 002,TR,Guha,bldg_and_rm,EMS,E208
root,course_listing,,262-536,INTRODUCTION TO SOFTWARE ENGINEERING,3,U/G,; ; PREREQ: JR ST; COMPSCI 336(P),section_listing,e,Se 001,MW,Davida,bldg_and_rm,EMS,E295
root,course_listing,,262-536,INTRODUCTION TO SOFTWARE ENGINEERING,3,U/G,; ; PREREQ: JR ST; COMPSCI 336(P),section_listing,e,Se 002,MW,Acad Staff,bldg_and_rm,EMS,E295
root,course_listing,,262-537,INTRODUCTION TO OPERATING SYSTEMS,3,U/G,; ; PREREQ: JR ST; COMPSCI 336(P),section_listing,#e,Se 001,MW,Rock,bldg_and_rm,EMS,E237
root,course_listing,,262-552,OBJECT-ORIENTED PROGRAMMING,3,U/G,; ; PREREQ: JR ST; COMPSCI 336(P),section_listing,,Se 001,TR,Munson,bldg_and_rm,EMS,E140
root,course_listing,,262-557,INTRODUCTION TO DATABASE SYSTEMS,3,U/G,; ; PREREQ: COMPSCI 215(P) & 252(P) OR EQUIV,section_listing,,Se 001,TR,Mcnally,bldg_and_rm,EMS,E237
root,course_listing,#,216-482,VALUATION OF REAL ESTATE,3,U/G,; ; PREREQ: JR ST; BUS ADM 380(P),section_listing,e,Se 001,M,Kolell,bldg_and_rm,PHY,147
root,course_listing,,262-620,COMPUTER NETWORKS,3,U/G,; ; PREREQ: COMPSCI 215(P) & 535(P),section_listing,,Se 001,MW,Hosseini,bldg_and_rm,EMS,E225
root,course_listing,,262-631,PROGRAMMING LANGUAGES CONCEPTS,3,U/G,; ; PREREQ: JR ST; COMPSCI 252(P),section_listing,e,Se 001,MW,Acad Staff,bldg_and_rm,EMS,E204
root,course_listing,,262-704,ANALYSIS OF ALGORITHMS,3,G,; ; PREREQ: GRAD ST; COMPSCI 217(P) & 535(P),section_listing,#e,Se 001,TR,Suzuki,bldg_and_rm,CHM,170
root,course_listing,,262-723,NATURAL LANGUAGE PROCESSING,3,G,; ; NOT OPEN TO STUDENTS WITH CR IN COMPSCI 423. PREREQ: GRAD ST; COMPSCI 422(P) OR 710(P),section_listing,e,Se 001,TR,McRoy,bldg_and_rm,EMS,E169
root,course_listing,,262-751,SWITCHING AND AUTOMATA THEORY,3,G,; ; NOT OPEN TO STUDENTS WHO HAVE CR IN ELECENG 751 WHICH IS IDENTICAL TO COMPSCI 751. PREREQ: GRAD ST; COMPSCI 458(P) OR ELECENG 354(P) ; ; JOINTLY OFFERED WITH ELECENG 751,section_listing,e,Se 001,TR,Vairavan,bldg_and_rm,EMS,E190
root,course_listing,,262-755,INFORMATION AND CODING THEORY,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 001,MW,Davida,bldg_and_rm,EMS,E170
root,course_listing,,262-757,DATA BASE ORGANIZATION AND FILE STRUCTURE,3,G,; ; PREREQ: GRAD ST; COMPSCI 217(P) & 535(P),section_listing,e,Se 001,TR,Mcnally,bldg_and_rm,EMS,E170
root,course_listing,,265-601,INTRODUCTION TO REHABILITATION COUNSELING,3,U/G,; ; PREREQ: JR ST,section_listing,e,Se 001,M,Pichette,bldg_and_rm,MER,314
root,course_listing,#,216-205,INTERMEDIATE FINANCIAL ACCOUNTING,4,U,; (203) PREREQ: SOPH ST; GRADE OF "B" OR BETTER IN BUS ADM 204(P) OR GRADE OF "B" OR BETTER IN BUS ADM 201(P) & SUCCESSFUL COMPLETION OF COMPETENCY ASSESSMENT & WRIT CONS INSTR ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. SPECIAL REVIEW SESSIONS F, 11:30 IN BUS N120 & M, 7:15 PM IN __________. MIDTERM EXAMS FOR ALL LC ON F, 10/13 & 11/17; 6:00-9:10 PM,section_listing,,Lc 401,MW,Fischer,bldg_and_rm,BUS,N120
root,course_listing,#,216-205,INTERMEDIATE FINANCIAL ACCOUNTING,4,U,; (203) PREREQ: SOPH ST; GRADE OF "B" OR BETTER IN BUS ADM 204(P) OR GRADE OF "B" OR BETTER IN BUS ADM 201(P) & SUCCESSFUL COMPLETION OF COMPETENCY ASSESSMENT & WRIT CONS INSTR ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. SPECIAL REVIEW SESSIONS F, 11:30 IN BUS N120 & M, 7:15 PM IN __________. MIDTERM EXAMS FOR ALL LC ON F, 10/13 & 11/17; 6:00-9:10 PM,section_listing,,Lc 402,MW,Fischer,bldg_and_rm,BUS,N120
root,course_listing,#,216-205,INTERMEDIATE FINANCIAL ACCOUNTING,4,U,; (203) PREREQ: SOPH ST; GRADE OF "B" OR BETTER IN BUS ADM 204(P) OR GRADE OF "B" OR BETTER IN BUS ADM 201(P) & SUCCESSFUL COMPLETION OF COMPETENCY ASSESSMENT & WRIT CONS INSTR ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. SPECIAL REVIEW SESSIONS F, 11:30 IN BUS N120 & M, 7:15 PM IN __________. MIDTERM EXAMS FOR ALL LC ON F, 10/13 & 11/17; 6:00-9:10 PM,section_listing,e,Lc 403,MW,Viel,bldg_and_rm,PHY,151
root,course_listing,#,216-205,INTERMEDIATE FINANCIAL ACCOUNTING,4,U,; (203) PREREQ: SOPH ST; GRADE OF "B" OR BETTER IN BUS ADM 204(P) OR GRADE OF "B" OR BETTER IN BUS ADM 201(P) & SUCCESSFUL COMPLETION OF COMPETENCY ASSESSMENT & WRIT CONS INSTR ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. SPECIAL REVIEW SESSIONS F, 11:30 IN BUS N120 & M, 7:15 PM IN __________. MIDTERM EXAMS FOR ALL LC ON F, 10/13 & 11/17; 6:00-9:10 PM,section_listing,,Ds 601,F,TA,bldg_and_rm,BUS,S191
root,course_listing,#,216-205,INTERMEDIATE FINANCIAL ACCOUNTING,4,U,; (203) PREREQ: SOPH ST; GRADE OF "B" OR BETTER IN BUS ADM 204(P) OR GRADE OF "B" OR BETTER IN BUS ADM 201(P) & SUCCESSFUL COMPLETION OF COMPETENCY ASSESSMENT & WRIT CONS INSTR ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. SPECIAL REVIEW SESSIONS F, 11:30 IN BUS N120 & M, 7:15 PM IN __________. MIDTERM EXAMS FOR ALL LC ON F, 10/13 & 11/17; 6:00-9:10 PM,section_listing,,Ds 602,F,TA,bldg_and_rm,BUS,S191
root,course_listing,#,216-205,INTERMEDIATE FINANCIAL ACCOUNTING,4,U,; (203) PREREQ: SOPH ST; GRADE OF "B" OR BETTER IN BUS ADM 204(P) OR GRADE OF "B" OR BETTER IN BUS ADM 201(P) & SUCCESSFUL COMPLETION OF COMPETENCY ASSESSMENT & WRIT CONS INSTR ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. SPECIAL REVIEW SESSIONS F, 11:30 IN BUS N120 & M, 7:15 PM IN __________. MIDTERM EXAMS FOR ALL LC ON F, 10/13 & 11/17; 6:00-9:10 PM,section_listing,,Ds 603,F,TA,bldg_and_rm,BUS,S191
root,course_listing,#,216-483,PROPERTY DEVELOPMENT AND MANAGEMENT,3,U/G,; ; PREREQ: BBA-3 OR GRAD ST; BUS ADM 481(P),section_listing,e,Se 001,W,Rymaszewski,bldg_and_rm,BUS,S233
root,course_listing,,265-710,COUNSELING: THEORY AND ISSUES,3,G,; ; PREREQ: GRAD ST; COURSE IN LEARNING, HUMAN DEVELOPMENT &/OR PERSONALITY THEORY,section_listing,,Se 001,M,Sapp,bldg_and_rm,END,171
root,course_listing,,265-710,COUNSELING: THEORY AND ISSUES,3,G,; ; PREREQ: GRAD ST; COURSE IN LEARNING, HUMAN DEVELOPMENT &/OR PERSONALITY THEORY,section_listing,e,Se 002,W,Wester,bldg_and_rm,BOL,B83
root,course_listing,,265-711,FOUNDATIONS IN CAREER DEVELOPMENT,3,G,; ; PREREQ: GRAD ST,section_listing,,Se 001,W,Faculty,bldg_and_rm,END,171
root,course_listing,,265-714,ESSENTIALS OF COUNSELING PRACTICE,3,G,; ; PREREQ: GRAD ST,section_listing,,Se 001,R,Ridley-Meyers,bldg_and_rm,MER,247
root,course_listing,,265-714,ESSENTIALS OF COUNSELING PRACTICE,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 002,R,Hills,bldg_and_rm,CHM,195
root,course_listing,,265-715,MULTICULTURAL COUNSELING,3,G,; ; PREREQ: GRAD ST; COUNS 714(C),section_listing,e,Se 001,M,Priester,bldg_and_rm,MER,G16
root,course_listing,,265-800,GROUP COUNSELING THEORY,3,G,; ; PREREQ: GRAD ST; COUNS 710 & 714,section_listing,e,Se 001,T,Ridley-Meyers,bldg_and_rm,CHM,197
root,course_listing,,265-805,CONSULTATION STRATEGIES FOR COUNSELORS AND SCHOOL PSYCHOLOGISTS,3,G,; ; PREREQ: 21 GRAD CRS IN ED PSY &/OR COUNS,section_listing,e,Se 001,T,Stoiber,bldg_and_rm,END,788
root,course_listing,,265-810,COUNSELING IN THE SCHOOLS,3,G,; ; PREREQ: GRAD ST; COUNS 710 & 714,section_listing,e,Se 001,W,Sanders,bldg_and_rm,MER,314
root,course_listing,#,216-491,BUSINESS LAW II,3,U,; ; PBBA-4 & USS-9 STUDENTS NOT ELIGIBLE TO REGISTER. PREREQ: JR ST; BUS ADM 391(P),section_listing,,Se 001,TR,Klumb,bldg_and_rm,BUS,N116
root,course_listing,#,216-491,BUSINESS LAW II,3,U,; ; PBBA-4 & USS-9 STUDENTS NOT ELIGIBLE TO REGISTER. PREREQ: JR ST; BUS ADM 391(P),section_listing,e,Se 002,T,Klumb,bldg_and_rm,AUP,189
root,course_listing,,265-812,CLINICAL STUDIES IN COUNSELING,3,G,; ; PREREQ: GRAD ST; COUNS 710 & 714,section_listing,e,Se 001,R,Hains,bldg_and_rm,CHM,199
root,course_listing,#+,265-970,SUPERVISED PRACTICUM IN COUNSELING,3,G,; ; PREREQ: GRAD ST; COUNS 774; CONS INSTR,section_listing,,Se 001,M,Troast,bldg_and_rm,MER,311
root,course_listing,#+,265-970,SUPERVISED PRACTICUM IN COUNSELING,3,G,; ; PREREQ: GRAD ST; COUNS 774; CONS INSTR,section_listing,e,Se 002,M,Sapp,bldg_and_rm,CRT,227
root,course_listing,#+,265-970,SUPERVISED PRACTICUM IN COUNSELING,3,G,; ; PREREQ: GRAD ST; COUNS 774; CONS INSTR,section_listing,e,Se 003,T,Enderlein,bldg_and_rm,END,764
root,course_listing,#+,265-970,SUPERVISED PRACTICUM IN COUNSELING,3,G,; ; PREREQ: GRAD ST; COUNS 774; CONS INSTR,section_listing,e,Se 004,T,Kipfmueller,bldg_and_rm,CRT,227
root,course_listing,#+,265-972,INTERNSHIP IN COUNSELING I,6,G,; ; PREREQ: MASTER'S DEGREE IN ED PSY WITH SPECIALIZATION IN COUNS & WRIT CONS INSTR,section_listing,,Se 001,T,Mickelson,bldg_and_rm,PHY,151
root,course_listing,,266-110,INTRODUCTION TO CRIMINAL JUSTICE,3,U,; (SS) PREREQ: NONE,section_listing,e,Se 001,T,Stojkovic,bldg_and_rm,END,177
root,course_listing,,266-110,INTRODUCTION TO CRIMINAL JUSTICE,3,U,; (SS) PREREQ: NONE,section_listing,,Se 002,R,Brandl,bldg_and_rm,CHM,190
root,course_listing,,266-150,INTRODUCTION TO RESEARCH IN CRIMINAL JUSTICE,1,U,; ; PREREQ: NONE,section_listing,,Se 001,W,TA,bldg_and_rm,CUN,195
root,course_listing,,266-150,INTRODUCTION TO RESEARCH IN CRIMINAL JUSTICE,1,U,; ; PREREQ: NONE,section_listing,e,Se 002,R,TA,bldg_and_rm,MER,214
root,course_listing,,266-271,POLICE PROCESS,3,U,; ; PREREQ: CRM JST 110,section_listing,e,Se 001,T,Barlow, D,bldg_and_rm,EMS,E180
root,course_listing,#,216-496,INTERNATIONAL BUSINESS,3,U,; ; PREREQ: JR ST; BUS ADM 330(P), 350(P), 360(P),section_listing,,Se 001,MW,Gonzales,bldg_and_rm,BUS,S195
root,course_listing,#,216-496,INTERNATIONAL BUSINESS,3,U,; ; PREREQ: JR ST; BUS ADM 330(P), 350(P), 360(P),section_listing,e,Se 002,M,Dittrich,bldg_and_rm,BUS,S263
root,course_listing,#,216-496,INTERNATIONAL BUSINESS,3,U,; ; PREREQ: JR ST; BUS ADM 330(P), 350(P), 360(P),section_listing,e,Se 003,R,BarrettBrachman, T,bldg_and_rm,BOL,B56
root,course_listing,,266-275,CRIMINAL COURT PROCESS,3,U,; ; PREREQ: CRM JST 110,section_listing,,Se 001,TR,Lovell,bldg_and_rm,CHM,190
root,course_listing,,266-295,CRIME AND CRIMINAL JUSTICE POLICY,3,U,; ; PREREQ: CRM JST 110(P),section_listing,,Se 001,MW,Urbina,bldg_and_rm,BOL,B52
root,course_listing,,266-300,CRIMINAL PROCESS,3,U,; ; PREREQ: JR ST; CRM JST 110(P),section_listing,e,Se 001,M,Caton,bldg_and_rm,END,110
root,course_listing,,266-370,CRIMINAL JUSTICE ADMINISTRATION,3,U,; ; PREREQ: JR ST; CRM JST 110,section_listing,,Se 001,TR,Stojkovic,bldg_and_rm,CUN,107
root,course_listing,,266-380,VICTIMOLOGY,3,U,; ; PREREQ: SOCIOL 241(P) & CRM JST 110(P),section_listing,e,Se 001,R,Bokas,bldg_and_rm,HLT,180
root,course_listing,,266-385,WOMEN AND CRIMINAL JUSTICE,3,U,; ; PREREQ: CRM JST 110(P),section_listing,e,Se 001,T,Shaver,bldg_and_rm,HLT,180
root,course_listing,,266-662,METHODS OF SOCIAL WELFARE RESEARCH,3,U/G,; ; PREREQ: JR ST,section_listing,,Se 001,M,Pope,bldg_and_rm,END,110
root,course_listing,,266-756,PROSEMINAR: ANALYSIS OF CRIMINAL JUSTICE RESEARCH,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 001,W,Barlow, D,bldg_and_rm,BOL,B46
root,course_listing,,266-775,RACE, CRIME AND CRIMINAL JUSTICE,3,G,; ; PREREQ: GRAD ST,section_listing,,Se 001,T,Skoll,bldg_and_rm,HLT,G84
root,course_listing,,266-795,ISSUES IN LAW ENFORCEMENT PRACTICE AND POLICY,3,G,; ; PREREQ: GRAD ST,section_listing,,Se 001,W,Brandl,bldg_and_rm,MER,214
root,course_listing,#,272-301,INFANTS AND TODDLERS: CURRICULUM AND TEACHING,3,U,; ; PREREQ: JR ST,section_listing,,Se 001,R,File,bldg_and_rm,END,109
root,course_listing,#,216-550,MANAGEMENT ANALYSIS,3,U,; ; PREREQ: BBA-4; BUS ADM 202(P) OR 203(P); BUS ADM 330(P), 350(P), 360(P), & ENGLISH 205(P),section_listing,,Se 001,M,Rathburn,bldg_and_rm,BUS,N126
root,course_listing,#,216-550,MANAGEMENT ANALYSIS,3,U,; ; PREREQ: BBA-4; BUS ADM 202(P) OR 203(P); BUS ADM 330(P), 350(P), 360(P), & ENGLISH 205(P),section_listing,,Se 002,W,Levitas,bldg_and_rm,BUS,N126
root,course_listing,#,216-550,MANAGEMENT ANALYSIS,3,U,; ; PREREQ: BBA-4; BUS ADM 202(P) OR 203(P); BUS ADM 330(P), 350(P), 360(P), & ENGLISH 205(P),section_listing,e,Se 003,T,Levitas,bldg_and_rm,BUS,S191
root,course_listing,#,216-550,MANAGEMENT ANALYSIS,3,U,; ; PREREQ: BBA-4; BUS ADM 202(P) OR 203(P); BUS ADM 330(P), 350(P), 360(P), & ENGLISH 205(P),section_listing,e,Se 004,W,Rathburn,bldg_and_rm,BUS,S263
root,course_listing,#,216-550,MANAGEMENT ANALYSIS,3,U,; ; PREREQ: BBA-4; BUS ADM 202(P) OR 203(P); BUS ADM 330(P), 350(P), 360(P), & ENGLISH 205(P),section_listing,e,Se 005,R,Reeves,bldg_and_rm,BUS,S185
root,course_listing,#,216-550,MANAGEMENT ANALYSIS,3,U,; ; PREREQ: BBA-4; BUS ADM 202(P) OR 203(P); BUS ADM 330(P), 350(P), 360(P), & ENGLISH 205(P),section_listing,,Se 006,R,Reeves,bldg_and_rm,BUS,N110
root,course_listing,,272-322,INTRODUCTION TO INSTRUCTIONAL COMPUTING FOR THE PROSPECTIVE TEACHER,1,U,; ; PREREQ: JR ST,section_listing,e,Se 001,M,Ratcliffe,bldg_and_rm,MER,131
root,course_listing,,272-325,INSTRUCTIONAL STRATEGIES FOR USING THE COMPUTER,1,U,; ; PREREQ: CURRINS 322 OR ED PSY 322,section_listing,e,Se 001,M,Ratcliffe,bldg_and_rm,MER,131
root,course_listing,#+,272-501,DEVELOPING LANGUAGE AND COGNITIVE SKILLS IN EARLY CHILDHOOD EDUCATION,3,U/G,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC OR GRAD ST,section_listing,e,Se 001,W,Gullo,bldg_and_rm,CRT,209
root,course_listing,#+,272-504,TEACHING READING AND WRITING IN EARLY CHILDHOOD: THE PRIMARY YEARS,3,U/G,; ; PREREQ: JR ST; CURRINS 343 OR 502 OR CONS INSTR ; ; ENROL IN SE 001 & LA 801,section_listing,e,Se 001,M,Sonnenberg,bldg_and_rm,END,346
root,course_listing,#+,216-704,ACCOUNTING AND REPORT INTERPRETATION,3,G,; ; PREREQ: GRAD ST IN BUS ADM OR PRIOR APPROVAL OF BUS ADM GRADUATE PROG SERVICES OFFICE,section_listing,e,Se 001,T,Arnold,bldg_and_rm,BUS,S311
root,course_listing,#+,272-542,HISTORY OF BILINGUAL EDUCATION IN THE UNITED STATES,3,U/G,; ; PREREQ: JR ST,section_listing,e,Se 001,T,Rodriguez,bldg_and_rm,CHM,199
