table,table ID,T,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT
table,orders,T,43333,1330,F,9537.29,1993-12-20,3-MEDIUM,Clerk#000000327,0,final packages boost slyly 
table,orders,T,43334,1411,F,5618.66,1993-08-01,4-NOT SPECIFIED,Clerk#000000114,0,fluffily express account
table,orders,T,43335,316,O,20960.97,1998-05-13,5-LOW,Clerk#000000732,0,slyly express pinto beans after the even requests affix blithely exce
table,orders,T,43360,241,F,132222.90,1994-10-14,5-LOW,Clerk#000000833,0,final requests above the furiously eve
table,orders,T,43361,292,O,8346.95,1995-09-25,2-HIGH,Clerk#000000092,0,bold foxes cajole. quick
table,orders,T,43362,167,F,178265.35,1994-01-13,1-URGENT,Clerk#000000644,0,even packages acros
table,orders,T,43363,1189,O,204474.25,1995-09-06,1-URGENT,Clerk#000000863,0,fluffily regular packages cajole idly after the carefu
table,orders,T,43364,1255,F,124283.93,1992-04-08,2-HIGH,Clerk#000000880,0,special asymptotes thrash. regul
table,orders,T,43365,1190,O,117053.76,1998-03-09,2-HIGH,Clerk#000000980,0,slyly unusual asymptotes after the slyly ironi
table,orders,T,43366,1177,O,185568.35,1997-04-19,3-MEDIUM,Clerk#000000362,0,express theodolites wake. blithely even instructions integrate carefully. fur
table,orders,T,43367,719,F,98287.20,1993-03-10,1-URGENT,Clerk#000000265,0,deposits wake carefully. regul
table,orders,T,43392,652,F,189647.45,1995-01-01,3-MEDIUM,Clerk#000000056,0,fluffily pending instructions wake quickly caref
table,orders,T,43393,395,O,53250.76,1996-07-04,1-URGENT,Clerk#000000317,0,pinto beans wake bli
table,orders,T,43394,124,F,41173.83,1994-06-19,3-MEDIUM,Clerk#000000235,0,ironic, final pains wake furiousl
table,orders,T,43395,580,O,4108.28,1995-12-19,3-MEDIUM,Clerk#000000774,0,quick instructions wake ironic 
table,orders,T,43396,1435,F,25037.68,1992-12-16,3-MEDIUM,Clerk#000000742,0,foxes haggle blithely regular, final ideas. furiously regular th
table,orders,T,43397,955,F,25474.23,1995-05-13,1-URGENT,Clerk#000000281,0,boldly special instructions above the express packages integr
table,orders,T,43398,1342,P,145393.54,1995-04-25,4-NOT SPECIFIED,Clerk#000000762,0,final deposits nag. even theodol
table,orders,T,43399,475,F,332464.38,1994-07-31,2-HIGH,Clerk#000000178,0,final requests nag above the quickly bold dependencies. special instructio
table,orders,T,43424,967,O,33255.50,1995-08-19,4-NOT SPECIFIED,Clerk#000000113,0,even deposits about t
table,orders,T,43425,199,F,76389.29,1994-01-13,5-LOW,Clerk#000000547,0,ironic platelets alongside of the slyly s
table,orders,T,43426,509,F,228919.11,1993-03-10,2-HIGH,Clerk#000000143,0,slyly final dependencies cajole carefully quickly fin
table,orders,T,43427,1444,O,11860.39,1995-10-08,4-NOT SPECIFIED,Clerk#000000202,0,carefully regular foxes are across 
table,orders,T,43428,1253,O,53673.23,1998-03-29,4-NOT SPECIFIED,Clerk#000000473,0,quickly special ideas cajole final,
table,orders,T,43429,808,F,220889.69,1992-07-06,5-LOW,Clerk#000000436,0,regular, ironic dolphins maintain blithely. acc
table,orders,T,43430,586,F,110075.91,1992-06-21,5-LOW,Clerk#000000678,0,quickly even deposits cajole after the regular, special excuses. sly
table,orders,T,43431,1217,O,41230.86,1995-05-17,4-NOT SPECIFIED,Clerk#000000472,0,deposits try to detect in 
table,orders,T,43456,713,O,176634.90,1997-04-17,4-NOT SPECIFIED,Clerk#000000922,0,pending ideas cajole furiously regular pinto beans. platelets haggle
table,orders,T,43457,193,O,151021.42,1996-06-05,1-URGENT,Clerk#000000468,0,blithely special depo
table,orders,T,43458,647,O,148810.78,1996-06-13,4-NOT SPECIFIED,Clerk#000000486,0,ideas use. bold grouches maintain. slyly un
table,orders,T,43459,1009,O,29671.66,1995-11-08,1-URGENT,Clerk#000000486,0,furiously special foxes a
table,orders,T,43460,1127,F,90363.27,1992-06-12,3-MEDIUM,Clerk#000000116,0,permanent accounts haggle regular excuses? f
table,orders,T,43461,308,O,163696.62,1998-02-25,1-URGENT,Clerk#000000451,0,furiously ironic requests around the busily even deposits
table,orders,T,43462,574,F,60395.98,1993-05-22,2-HIGH,Clerk#000000559,0,ideas sleep. blithely special requests agai
table,orders,T,43463,223,O,320004.89,1996-07-28,4-NOT SPECIFIED,Clerk#000000243,0,pending requests doze quickly across t
table,orders,T,43488,1249,F,234656.24,1992-06-19,1-URGENT,Clerk#000000683,0,express packages sleep carefully. slyly unusual excu
table,orders,T,43489,841,O,46786.00,1996-09-21,1-URGENT,Clerk#000000833,0,quickly regular packages cajole furiou
table,orders,T,43490,356,F,46715.04,1994-08-19,4-NOT SPECIFIED,Clerk#000000616,0,slyly ironic deposits nag carefully. furiously express
table,orders,T,43491,766,P,172693.02,1995-03-09,5-LOW,Clerk#000000801,0,blithely pending deposits bel
table,orders,T,43492,1475,O,104237.90,1996-03-17,4-NOT SPECIFIED,Clerk#000000295,0,slowly even asymptotes
table,orders,T,43493,958,F,257570.50,1992-05-11,2-HIGH,Clerk#000000243,0,slyly bold ideas nag. dolphins x-ray blithely against
table,orders,T,43494,913,F,122147.47,1992-01-04,3-MEDIUM,Clerk#000000771,0,regular, unusual frets after the carefully final packages us
table,orders,T,43495,881,O,246433.66,1996-10-28,4-NOT SPECIFIED,Clerk#000000961,0,furiously pending requests cajole foxes. 
table,orders,T,43520,1408,O,217064.15,1998-02-08,3-MEDIUM,Clerk#000000523,0,closely even foxes integrat
table,orders,T,43521,287,F,92370.71,1994-05-03,3-MEDIUM,Clerk#000000651,0,bold deposits haggle. express f
table,orders,T,43522,866,F,39810.04,1994-01-25,4-NOT SPECIFIED,Clerk#000000432,0,dependencies eat. de
table,orders,T,43523,1349,F,94634.01,1992-05-24,3-MEDIUM,Clerk#000000076,0,quietly slow theodolites integrate furiously. blithely brav
table,orders,T,43524,847,F,35384.73,1992-07-07,2-HIGH,Clerk#000000809,0,carefully sly deposits nag furiously after the fluffy deposits. ironic req
table,orders,T,43525,1013,F,41051.09,1993-05-26,5-LOW,Clerk#000000599,0,carefully bold excus
table,orders,T,43526,65,F,109328.36,1993-05-27,2-HIGH,Clerk#000000561,0,slyly unusual instructions are furiously blithely ironi
table,orders,T,43527,655,F,131351.40,1993-08-22,4-NOT SPECIFIED,Clerk#000000788,0,deposits integrate. slyly pending packages cajole furiously dependencies. bol
table,orders,T,43552,517,F,170924.38,1994-04-21,2-HIGH,Clerk#000000538,0,special, final dolphins use slyly accor
table,orders,T,43553,1366,F,154860.65,1994-05-15,4-NOT SPECIFIED,Clerk#000000122,0,ironic asymptotes across the ironic, ironic requests w
table,orders,T,43554,670,F,96761.62,1994-10-31,1-URGENT,Clerk#000000603,0,furiously ironic accounts cajole quickly carefully bold fox
table,orders,T,43555,169,F,132844.65,1992-07-04,3-MEDIUM,Clerk#000000772,0,pending, special accounts integrate slyly behind the deposits. regular th
table,orders,T,43556,220,F,52787.32,1992-07-23,5-LOW,Clerk#000000282,0,slyly final packages after the bold theodolites serve alon
table,orders,T,43557,727,O,145117.01,1998-01-31,2-HIGH,Clerk#000000955,0,blithely pending packages integrate never. final instructions haggle. fi
table,orders,T,43558,341,O,75824.29,1996-06-19,2-HIGH,Clerk#000000504,0,final decoys nag quickly pending pinto beans. ir
table,orders,T,43559,1372,O,132044.02,1995-08-07,1-URGENT,Clerk#000000174,0,final deposits above the final, ironic deposits breach furiously slyly b
table,orders,T,43584,1045,O,331523.46,1996-06-04,4-NOT SPECIFIED,Clerk#000000862,0,furiously special packages sleep among the quickly unusual depths. 
table,orders,T,43585,1373,F,56558.70,1993-11-11,1-URGENT,Clerk#000000521,0,daring excuses affix blithely blithe
table,orders,T,43586,1135,O,158995.35,1996-10-16,2-HIGH,Clerk#000000393,0,boldly final excuses sleep about the fluffily regular requests. bli
table,orders,T,43587,856,O,90402.67,1997-01-25,4-NOT SPECIFIED,Clerk#000000589,0,furiously special dolphins sleep? furiously regular
table,orders,T,43588,1163,F,248428.59,1992-09-02,3-MEDIUM,Clerk#000000112,0,quickly brave somas haggle ironi
table,orders,T,43589,880,F,64671.25,1993-05-26,2-HIGH,Clerk#000000815,0,regular theodolites haggle quickly regular accounts. unusua
table,orders,T,43590,200,F,275456.88,1994-09-11,2-HIGH,Clerk#000000239,0,final deposits cajole slyly. packages alongside of t
table,orders,T,43591,1495,O,281672.90,1996-02-29,2-HIGH,Clerk#000000735,0,accounts sleep blithely 
table,orders,T,43616,346,O,197295.05,1996-12-04,2-HIGH,Clerk#000000786,0,quickly pending dependencies
table,orders,T,43617,320,O,228190.22,1996-04-27,2-HIGH,Clerk#000000772,0,furiously bold packages cajole blithely fluffily unusual in
table,orders,T,43618,1078,O,304121.61,1996-08-22,1-URGENT,Clerk#000000288,0,fluffily ironic ideas affix fur
table,orders,T,43619,811,O,170730.95,1997-05-02,1-URGENT,Clerk#000000579,0,accounts integrate about the final accou
table,orders,T,43620,431,F,123312.49,1994-01-18,3-MEDIUM,Clerk#000000491,0,escapades cajole perma
table,orders,T,43621,541,F,83563.99,1995-02-13,2-HIGH,Clerk#000000960,0,fluffily ironic dugouts haggle blithely express, ironic theodolites-- bl
table,orders,T,43622,721,O,164699.49,1997-08-01,3-MEDIUM,Clerk#000000661,0,carefully final packages cajole idly. asymptotes haggle pi
table,orders,T,43623,646,O,97519.78,1998-04-28,1-URGENT,Clerk#000000596,0,slyly express ideas are slyly; packages are slyly.
table,orders,T,43648,1355,O,22295.27,1995-03-31,5-LOW,Clerk#000000480,0,blithely final accounts use slowly bold theodolites. slyly expre
table,orders,T,43649,148,F,6762.50,1993-09-26,3-MEDIUM,Clerk#000000928,0,slyly regular instruct
table,orders,T,43650,880,F,228201.40,1994-03-24,4-NOT SPECIFIED,Clerk#000000597,0,enticing, express accounts engage carefully according to the al
table,orders,T,43651,1094,O,184653.54,1997-11-05,3-MEDIUM,Clerk#000000323,0,slyly special packages play bold courts. slyly final asympt
table,orders,T,43652,626,O,6705.47,1997-12-08,1-URGENT,Clerk#000000014,0,ironic accounts use furiously alongside of t
table,orders,T,43653,1363,F,106023.56,1992-10-31,2-HIGH,Clerk#000000016,0,express accounts doze after the requests. slyly bold instruction
table,orders,T,43654,893,F,236002.66,1994-06-12,3-MEDIUM,Clerk#000000851,0,quickly ironic instructions will have to wake qu
table,orders,T,43655,850,O,232868.72,1997-07-02,2-HIGH,Clerk#000000728,0,quickly careful packa
table,orders,T,43680,1126,F,240820.99,1993-03-23,4-NOT SPECIFIED,Clerk#000000971,0,blithely ironic foxes sleep slyly above the ironic orbits: furiou
table,orders,T,43681,1313,O,50900.13,1995-03-31,5-LOW,Clerk#000000105,0,close, regular packages haggle blithely. bold asympt
table,orders,T,43682,547,F,208349.43,1992-08-28,3-MEDIUM,Clerk#000000210,0,accounts haggle bold, pending requests. furiously regular cour
table,orders,T,43683,683,O,82342.87,1997-09-13,1-URGENT,Clerk#000000759,0,enticingly even instructions
table,orders,T,43684,607,O,98963.84,1997-01-12,1-URGENT,Clerk#000000418,0,slyly bold forges detect blithely enticingly regular theodolites. blithe
table,orders,T,43685,364,O,158160.98,1997-08-16,4-NOT SPECIFIED,Clerk#000000020,0,slyly ironic packages are furiously special theodolites. carefully bold pi
table,orders,T,43686,638,O,150399.67,1995-05-08,3-MEDIUM,Clerk#000000955,0,furiously special requests about the sheaves integrate slyly even
table,orders,T,43687,49,O,248518.55,1997-03-27,3-MEDIUM,Clerk#000000407,0,express requests haggle fluffily; carefully final ideas 
table,orders,T,43712,415,F,40474.98,1995-03-25,4-NOT SPECIFIED,Clerk#000000924,0,carefully ironic instructions haggle 
table,orders,T,43713,1450,F,132832.57,1992-09-08,3-MEDIUM,Clerk#000000688,0,blithely regular dependencies cajole quickl
table,orders,T,43714,112,O,260921.94,1996-07-30,5-LOW,Clerk#000000433,0,regular, special requests cajole slyly a
table,orders,T,43715,865,O,46875.02,1996-06-28,5-LOW,Clerk#000000703,0,carefully express depo
table,orders,T,43716,1424,O,137538.75,1995-05-03,5-LOW,Clerk#000000964,0,slyly even ideas unwind. special asymptotes cajole dogged, unusua
table,orders,T,43717,314,O,212023.96,1996-12-15,2-HIGH,Clerk#000000899,0,even pinto beans sleep. deposits sleep furiously
table,orders,T,43718,1210,O,83814.59,1997-02-05,2-HIGH,Clerk#000000349,0,furiously ironic accounts along the quickly special pac
table,orders,T,43719,551,O,146921.57,1997-08-10,1-URGENT,Clerk#000000518,0,accounts around the c
table,orders,T,43744,706,F,29892.99,1992-02-11,4-NOT SPECIFIED,Clerk#000000652,0,blithely silent excuses cajole along the fluffily ironic deposits: regular, e
table,orders,T,43745,928,F,229381.05,1993-11-02,5-LOW,Clerk#000000017,0,enticing accounts haggle slyly about the blithely even excuses. car
table,orders,T,43746,326,O,112832.58,1997-07-24,3-MEDIUM,Clerk#000000779,0,pending platelets are. final deposits against the ironic pattern
table,orders,T,43747,821,O,68870.93,1997-08-09,4-NOT SPECIFIED,Clerk#000000751,0,carefully bold packages nag carefully after the s
table,orders,T,43748,652,F,8727.29,1992-04-18,1-URGENT,Clerk#000000766,0,quickly special packages sleep. silent courts sleep. final dol
table,orders,T,43749,1046,F,67645.50,1992-08-25,5-LOW,Clerk#000000012,0,blithely regular ideas above the spec
table,orders,T,43750,253,O,27984.91,1996-10-21,5-LOW,Clerk#000000174,0,carefully bold platelets 
table,orders,T,43751,388,F,57006.96,1992-06-28,2-HIGH,Clerk#000000364,0,final packages wake carefully? furiously silent packages are blithely about
table,orders,T,43776,1040,F,91531.14,1992-12-03,2-HIGH,Clerk#000000304,0,furiously regular ideas about the c
table,orders,T,43777,1361,O,171414.44,1998-04-23,1-URGENT,Clerk#000000483,0,even dependencies nod. final dolphins alongside of th
table,orders,T,43778,556,O,213461.53,1997-04-11,4-NOT SPECIFIED,Clerk#000000980,0,furiously final accounts according to t
table,orders,T,43779,616,F,90565.55,1994-08-22,2-HIGH,Clerk#000000217,0,furiously slow deposits against the permanently special dep
table,orders,T,43780,724,O,111268.08,1996-11-29,3-MEDIUM,Clerk#000000614,0,even, even deposits lose slyly finally bold a
table,orders,T,43781,1366,F,215971.86,1993-02-03,4-NOT SPECIFIED,Clerk#000000345,0,even deposits boost along the 
table,orders,T,43782,611,F,97533.53,1993-11-14,3-MEDIUM,Clerk#000000839,0,fluffily unusual deco
table,orders,T,43783,1481,O,305512.61,1997-01-21,3-MEDIUM,Clerk#000000894,0,blithely final theodolites nag. excuses sleep against the 
table,orders,T,43808,1001,F,97149.05,1995-01-07,5-LOW,Clerk#000000587,0,bold packages cajole slyly a
table,orders,T,43809,1315,O,127785.48,1997-04-25,1-URGENT,Clerk#000000901,0,furiously silent packages are slyly carefully fluffy pint
table,orders,T,43810,1141,O,345675.99,1998-03-15,3-MEDIUM,Clerk#000000783,0,regular packages are closely busily pending 
table,orders,T,43811,1192,O,138944.66,1998-05-29,4-NOT SPECIFIED,Clerk#000000651,0,pending, regular foxes cajole fluffily against the theodolites. final, regul
table,orders,T,43812,973,O,127158.28,1996-05-28,5-LOW,Clerk#000000449,0,carefully special packages boo
table,orders,T,43813,110,F,115631.34,1994-07-22,4-NOT SPECIFIED,Clerk#000000467,0,slyly final courts sleep. slyly final dependencies wake
table,orders,T,43814,559,F,196211.20,1995-01-10,3-MEDIUM,Clerk#000000544,0,slyly regular theodolites cajole alongside of the packages. fluffily slow cour
table,orders,T,43815,1357,F,166581.56,1992-06-14,4-NOT SPECIFIED,Clerk#000000346,0,unusual foxes was carefully ironic platel
table,orders,T,43840,1234,O,16236.69,1998-04-05,1-URGENT,Clerk#000000538,0,final sentiments cajole blithely. slyly unus
table,orders,T,43841,1468,O,62195.31,1995-11-02,5-LOW,Clerk#000000314,0,final foxes should sleep furiously. regular waters sleep ironically
table,orders,T,43842,1196,F,203762.99,1994-02-01,2-HIGH,Clerk#000000337,0,carefully regular instructions wa
table,orders,T,43843,1189,O,211893.16,1997-09-30,3-MEDIUM,Clerk#000000059,0,furiously final requests nag
table,orders,T,43844,1261,F,41796.59,1993-11-01,2-HIGH,Clerk#000000674,0,blithely final ideas should have to haggle carefully regular pinto beans. fu
table,orders,T,43845,1465,O,214400.39,1997-01-22,4-NOT SPECIFIED,Clerk#000000046,0,even instructions nag quickly unusual instructions. silent the
table,orders,T,43846,1061,F,334828.63,1994-02-27,2-HIGH,Clerk#000000223,0,slyly silent frets boost. quickly ironic grouches wake furiously
table,orders,T,43847,1325,F,11392.95,1992-08-14,2-HIGH,Clerk#000000682,0,carefully stealthy instructions hagg
table,orders,T,43872,493,O,47547.25,1997-07-08,5-LOW,Clerk#000000080,0,quickly furious deposit
table,orders,T,43873,1444,O,247161.85,1997-05-30,1-URGENT,Clerk#000000454,0,furiously sly grouches detec
table,orders,T,43874,958,F,31973.21,1992-06-11,2-HIGH,Clerk#000000823,0,ideas sleep. ironic patterns haggle carefully. fluffily 
table,orders,T,43875,1471,O,304460.81,1995-12-08,1-URGENT,Clerk#000000343,0,express, regular epitaphs about the express, special re
table,orders,T,43876,664,O,254184.50,1996-03-28,4-NOT SPECIFIED,Clerk#000000828,0,slyly regular accounts sleep slyly foxes. regular foxes poach quickly
table,orders,T,43877,1252,F,115227.64,1993-03-16,5-LOW,Clerk#000000008,0,special packages nod above
table,orders,T,43878,1439,O,143237.42,1996-03-28,2-HIGH,Clerk#000000083,0,carefully ironic ideas along 
table,orders,T,43879,1,F,83095.85,1993-08-13,2-HIGH,Clerk#000000092,0,furiously unusual dolphins haggle. courts are care
table,orders,T,43904,652,F,99383.96,1993-05-02,4-NOT SPECIFIED,Clerk#000000987,0,quickly special instructions are along the carefully ironic idea
table,orders,T,43905,1216,O,94873.03,1998-01-31,4-NOT SPECIFIED,Clerk#000000500,0,furiously ironic instructions are quickly. ironic, regular theodo
table,orders,T,43906,853,F,156318.11,1992-02-09,2-HIGH,Clerk#000000167,0,ironic deposits mold pending platelets
table,orders,T,43907,556,F,90823.56,1992-07-19,1-URGENT,Clerk#000000177,0,blithely silent platelets nag blithely furiously express account
table,orders,T,43908,41,O,78980.25,1998-01-02,5-LOW,Clerk#000000751,0,platelets are carefully final deposits. express packages boos
table,orders,T,43909,1030,F,72597.44,1994-01-08,2-HIGH,Clerk#000000015,0,quickly unusual pinto beans promise
table,orders,T,43910,1027,O,77136.54,1997-03-30,5-LOW,Clerk#000000698,0,regular, ironic accounts are slyly. foxes affix furiously along the un
table,orders,T,43911,1288,F,102359.80,1994-01-15,3-MEDIUM,Clerk#000000332,0,always even hockey players into
table,orders,T,43936,391,F,131105.28,1993-03-14,1-URGENT,Clerk#000000967,0,waters must have to sleep. blithely regular packages are furiously slyly bol
table,orders,T,43937,1057,F,67050.21,1992-03-13,4-NOT SPECIFIED,Clerk#000000222,0,idly express packages sleep regularly above the bravely
table,orders,T,43938,580,O,157031.95,1997-10-24,3-MEDIUM,Clerk#000000911,0,quickly ironic pack
table,orders,T,43939,563,F,83563.85,1994-02-09,4-NOT SPECIFIED,Clerk#000000955,0,blithely bold deposits haggle-- carefully bold account
table,orders,T,43940,830,F,221325.52,1993-02-22,1-URGENT,Clerk#000000790,0,ruthlessly unusual frays boost
table,orders,T,43941,616,O,16634.01,1996-12-19,4-NOT SPECIFIED,Clerk#000000766,0,pinto beans haggle carefully unusu
table,orders,T,43942,199,O,215165.63,1996-08-18,5-LOW,Clerk#000000692,0,never furious requests above 
table,orders,T,43943,557,O,108197.37,1997-10-13,5-LOW,Clerk#000000047,0,express foxes cajole carefully at the quickly ironic foxes. carefully unusual
table,orders,T,43968,1169,O,85189.83,1996-09-01,2-HIGH,Clerk#000000854,0,blithely regular frets among the furiously regular fox
table,orders,T,43969,835,O,245745.31,1998-07-27,2-HIGH,Clerk#000000800,0,requests cajole slyly quickly ironic dependencies. eve
table,orders,T,43970,700,F,33081.55,1993-07-30,1-URGENT,Clerk#000000638,0,express, ironic depend
table,orders,T,43971,1247,O,86207.19,1996-03-31,3-MEDIUM,Clerk#000000032,0,silent dugouts cajole. theodolites wake at the quickly final accounts. fl
table,orders,T,43972,1079,F,257880.07,1993-03-17,5-LOW,Clerk#000000858,0,slyly regular asymptotes ought to wake furiously according to the fluffi
table,orders,T,43973,701,O,227259.98,1998-01-16,5-LOW,Clerk#000000324,0,slyly express pinto beans wake final, ironic packages. car
table,orders,T,43974,1103,F,75632.12,1994-09-17,4-NOT SPECIFIED,Clerk#000000810,0,evenly silent foxes about the
table,orders,T,43975,332,F,146231.18,1995-01-05,4-NOT SPECIFIED,Clerk#000000046,0,carefully unusual packages sleep 
table,orders,T,44000,278,F,167181.65,1992-10-05,4-NOT SPECIFIED,Clerk#000000700,0,furiously even platelets nag never against the furiou
table,orders,T,44001,631,O,137031.83,1997-09-24,4-NOT SPECIFIED,Clerk#000000924,0,quickly ironic deposits nag blithely slyly regular grouc
table,orders,T,44002,481,F,153469.27,1994-02-08,3-MEDIUM,Clerk#000000098,0,regular deposits integrate. bold, ironic accounts nag among the 
table,orders,T,44003,1475,O,92205.13,1995-11-18,5-LOW,Clerk#000000850,0,quickly silent instruction
table,orders,T,44004,706,O,118629.86,1995-07-24,4-NOT SPECIFIED,Clerk#000000816,0,special ideas breach slyly above the 
table,orders,T,44005,406,F,7859.33,1993-09-04,3-MEDIUM,Clerk#000000269,0,evenly daring ideas doubt daringly after the slyly regular deposits. special
table,orders,T,44006,802,O,43763.61,1998-02-10,3-MEDIUM,Clerk#000000175,0,final, regular packages integrate furiously. unusual,
table,orders,T,44007,155,O,49740.09,1995-05-31,3-MEDIUM,Clerk#000000008,0,ironic requests kindle slyly among t
table,orders,T,44032,697,F,219866.73,1993-03-30,5-LOW,Clerk#000000849,0,quickly busy instructions promise fluffi
table,orders,T,44033,1370,F,59313.16,1992-01-11,1-URGENT,Clerk#000000109,0,furiously even asymptotes cajole. blithely even pa
table,orders,T,44034,1078,O,168009.12,1996-06-16,3-MEDIUM,Clerk#000000814,0,unusual, unusual dinos a
table,orders,T,44035,1174,F,20174.01,1992-02-21,2-HIGH,Clerk#000000718,0,regular packages cajole c
table,orders,T,44036,412,F,25421.40,1992-01-12,2-HIGH,Clerk#000000917,0,blithely final packages cajole sometimes even foxes. special sentiment
table,orders,T,44037,1249,F,126276.25,1992-06-29,2-HIGH,Clerk#000000938,0,blithely final dependencies cajole furiously even ideas. sly
table,orders,T,44038,1021,O,57433.85,1997-04-16,2-HIGH,Clerk#000000693,0,regular, bold pinto beans cajo
table,orders,T,44039,370,O,78320.61,1996-09-21,4-NOT SPECIFIED,Clerk#000000554,0,pinto beans wake ironic, even packages
table,orders,T,44064,856,F,80611.58,1993-03-04,3-MEDIUM,Clerk#000000362,0,even deposits about the fluffily special packages cajole furiously furi
table,orders,T,44065,1486,F,218573.91,1993-07-04,5-LOW,Clerk#000000051,0,quickly final foxes 
table,orders,T,44066,125,O,169829.06,1997-04-24,4-NOT SPECIFIED,Clerk#000000401,0,blithely final asymptotes cajole aga
table,orders,T,44067,919,O,124966.12,1996-11-26,1-URGENT,Clerk#000000148,0,packages nod quickly. furiously blithe accounts are blithely be
table,orders,T,44068,1231,P,150826.75,1995-05-09,2-HIGH,Clerk#000000201,0,blithely special deposits haggle even theodolites. 
table,orders,T,44069,1070,F,183556.17,1994-01-03,1-URGENT,Clerk#000000876,0,blithely express theodolites cajole. bold accounts use blit
table,orders,T,44070,1258,O,230700.20,1997-09-26,4-NOT SPECIFIED,Clerk#000000350,0,furiously unusual f
table,orders,T,44071,898,F,143940.37,1992-04-16,4-NOT SPECIFIED,Clerk#000000987,0,ironic accounts after the final acco
table,orders,T,44096,1021,O,221659.02,1997-01-29,2-HIGH,Clerk#000000333,0,bold excuses cajole blithely. 
table,orders,T,44097,293,O,25307.61,1995-12-19,2-HIGH,Clerk#000000457,0,blithely regular de
table,orders,T,44098,427,F,248148.70,1993-01-28,5-LOW,Clerk#000000866,0,ironic, ironic attainments across the senti
table,orders,T,44099,569,F,166406.11,1992-03-13,3-MEDIUM,Clerk#000000297,0,ruthlessly daring grouches after the bold asymptotes wake busily re
table,orders,T,44100,1231,O,1971.20,1998-06-12,5-LOW,Clerk#000000536,0,asymptotes cajole carefully. ironically thin theodolites h
table,orders,T,44101,829,O,114080.03,1996-01-16,4-NOT SPECIFIED,Clerk#000000723,0,final accounts are against the express Tiresias. even r
table,orders,T,44102,649,F,259189.43,1995-01-14,3-MEDIUM,Clerk#000000219,0,final, daring excuses haggle. blithely ironic sentiments use about 
table,orders,T,44103,802,O,82188.56,1997-02-07,5-LOW,Clerk#000000986,0,carefully ironic accounts are furiously express, unusual a
table,orders,T,44128,64,O,40439.46,1996-11-17,3-MEDIUM,Clerk#000000729,0,furiously bold deposits around the packages solve according to the
table,orders,T,44129,5,O,67276.32,1998-03-14,3-MEDIUM,Clerk#000000922,0,blithely ironic accounts use blithely ca
table,orders,T,44130,491,O,310777.95,1996-01-29,1-URGENT,Clerk#000000939,0,slyly final instructions against the carefully ironic dol
table,orders,T,44131,626,O,208297.74,1997-10-23,4-NOT SPECIFIED,Clerk#000000445,0,slyly ironic pains against the ironic asymptotes wake boldly across the
table,orders,T,44132,1246,O,118995.00,1997-03-29,4-NOT SPECIFIED,Clerk#000000333,0,slyly special requests haggle about the quickly regular ideas. blithe
table,orders,T,44133,1360,F,97905.25,1993-01-07,2-HIGH,Clerk#000000542,0,slyly pending requests doze furiously pending
table,orders,T,44134,826,F,219385.86,1994-10-31,2-HIGH,Clerk#000000408,0,requests about the furiously regular
table,orders,T,44135,1120,F,74962.00,1994-11-10,4-NOT SPECIFIED,Clerk#000000475,0,unusual deposits affix across the carefully even dolph
table,orders,T,44160,401,O,176023.39,1996-11-21,1-URGENT,Clerk#000000777,0,ironic, silent asym
table,orders,T,44161,1183,O,5173.69,1996-09-17,3-MEDIUM,Clerk#000000426,0,blithely final pinto beans sleep again
table,orders,T,44162,157,F,26350.29,1993-03-20,2-HIGH,Clerk#000000943,0,final sauternes sublate s
table,orders,T,44163,1180,O,174534.90,1997-01-14,3-MEDIUM,Clerk#000000852,0,regular requests sleep slyly at the slyly careful
table,orders,T,44164,1084,O,52585.73,1996-04-16,2-HIGH,Clerk#000000001,0,regular accounts haggle carefull
table,orders,T,44165,280,O,317609.90,1996-07-31,4-NOT SPECIFIED,Clerk#000000532,0,regular deposits haggle slyly excuses. blithely special requ
table,orders,T,44166,1105,O,138116.37,1997-11-28,1-URGENT,Clerk#000000218,0,blithely even instructions boost requests. unusual pla
table,orders,T,44167,323,F,220860.47,1992-01-31,1-URGENT,Clerk#000000078,0,regular sauternes boost. final, express accounts hinder quickly unusual re
table,orders,T,44192,1213,O,96979.69,1997-07-05,1-URGENT,Clerk#000000005,0,quickly ruthless ideas affix furiously
table,orders,T,44193,992,O,220365.30,1997-08-19,3-MEDIUM,Clerk#000000974,0,fluffily unusual somas wake carefully above the furiousl
table,orders,T,44194,121,O,212038.01,1996-07-29,1-URGENT,Clerk#000000738,0,foxes above the quickly even pinto beans boost furiously final ac
table,orders,T,44195,319,O,122410.83,1996-02-21,1-URGENT,Clerk#000000967,0,ironic accounts are stealthily final platelets. re
table,orders,T,44196,199,F,49230.58,1994-08-23,4-NOT SPECIFIED,Clerk#000000511,0,pending, dogged dependencies wake furiously ironic courts. furiously unusual f
table,orders,T,44197,298,F,245901.68,1994-01-21,2-HIGH,Clerk#000000364,0,slyly pending dependencies use furiously bli
table,orders,T,44198,148,F,136856.69,1995-01-05,1-URGENT,Clerk#000000327,0,even requests use instead of the ironic asy
table,orders,T,44199,1402,F,166909.30,1992-03-05,5-LOW,Clerk#000000371,0,fluffily ironic theodolites was quickly according to the fluffi
